,name,isFork,commits,branches,defaultBranch,releases,contributors,license,watchers,stargazers,forks,size,createdAt,pushedAt,updatedAt,homepage,mainLanguage,totalIssues,openIssues,totalPullRequests,openPullRequests,lastCommit,lastCommitSHA,hasWiki,isArchived,package.json,package-lock.json
565,bookshelf/bookshelf,False,1904,7,master,20,159.0,MIT License,98,6279,578,7283,2013-03-06T03:07:32,2022-07-19T01:18:31,2022-07-21T12:41:48,http://bookshelfjs.org,JavaScript,1555.0,223.0,564,9,2021-02-28T02:52:21,7704fbc5e83a35357d89458d9269a7e739964296,True,False,True,True
568,auduno/clmtrackr,False,221,3,dev,6,15.0,MIT License,324,6255,1174,59749,2012-08-18T12:24:43,2020-01-10T03:02:27,2021-02-10T01:10:39,,JavaScript,146.0,59.0,34,2,2018-11-21T10:47:38,e25dbc857931747d5d9e241a3f38bfa5286dd1a7,True,False,True,True
569,dylang/npm-check,False,309,10,master,1,41.0,MIT License,50,6253,266,1424,2014-06-09T03:56:25,2022-10-01T08:12:18,2022-10-01T05:02:05,https://www.npmjs.com/package/npm-check,JavaScript,333.0,194.0,134,22,2022-10-01T08:10:31,8ea87cdf7deee3999fcce11104833940406c67a8,True,False,True,True
574,garris/backstopjs,False,1448,2,master,64,154.0,MIT License,113,6191,578,63247,2014-10-15T06:56:07,2022-10-09T03:04:32,2022-10-20T10:05:31,http://backstopjs.org,JavaScript,993.0,453.0,449,51,2022-10-09T03:04:32,1018f68bbfa27afc9469c3003af09cc9398f138e,True,False,True,True
575,prerender/prerender,False,702,14,master,0,57.0,MIT License,110,6156,913,777,2013-09-26T04:13:55,2022-09-12T09:33:55,2022-09-16T06:36:32,,JavaScript,536.0,63.0,204,17,2022-07-04T11:50:57,cc0d1d8c2db27ba263a2147667f1e04774d9fd74,True,False,True,True
581,jaredreich/notie,False,129,1,master,28,8.0,MIT License,126,6124,405,11399,2015-11-06T03:08:02,2020-10-09T08:04:38,2021-02-11T01:02:58,https://jaredreich.com/notie,JavaScript,92.0,9.0,58,7,2018-07-30T02:36:29,720e68524c0f6bfd92dedf5692aa0252ac281f8f,False,False,True,True
582,techfort/lokijs,False,1353,5,master,0,79.0,MIT License,163,6123,477,8657,2013-07-25T07:39:20,2022-03-28T03:19:54,2022-04-02T08:39:13,http:/techfort.github.io/LokiJS,JavaScript,696.0,23.0,212,4,2022-03-28T03:19:54,25b9a33d57509717d43b4da06d92064f2b7a6c95,True,False,True,True
583,rastapasta/mapscii,False,282,7,master,8,10.0,MIT License,96,6110,209,13923,2016-09-18T12:40:43,2022-06-23T06:19:54,2022-06-25T04:47:25,,JavaScript,61.0,30.0,58,6,2022-04-29T06:03:20,76f541db465e50755fbf1781c6d1b92f919b8edb,False,False,True,True
584,soldair/node-qrcode,False,332,7,master,0,42.0,MIT License,90,6106,547,1350,2010-12-21T01:45:11,2022-10-08T12:28:07,2022-10-21T03:26:12,,JavaScript,225.0,53.0,94,14,2022-07-13T09:30:21,dc20f975a59664cc78c477507663b57b66cc2854,True,False,True,True
592,mimecorg/vuido,False,121,2,master,5,8.0,MIT License,227,6040,245,463,2018-05-17T06:12:02,2019-10-14T07:21:06,2021-02-09T10:46:42,https://vuido.mimec.org/,JavaScript,55.0,22.0,10,1,2019-02-12T02:27:27,def1c232ffc257589293bba8b34a9523b5f01dd9,False,False,True,True
595,robinherbots/inputmask,False,3247,7,5.x,0,83.0,MIT License,188,5965,2222,59051,2010-09-20T10:19:56,2022-09-30T07:03:37,2022-10-04T08:00:02,http://robinherbots.github.io/Inputmask,JavaScript,2418.0,591.0,227,3,2022-09-30T01:00:47,2dd2220fece85ec3e3ef58eb3881ef46ec026177,True,False,True,True
597,socketcluster/socketcluster,False,1279,16,master,43,26.0,MIT License,184,5960,327,2226,2013-09-23T12:11:47,2022-08-24T08:32:38,2022-08-21T12:40:11,http://socketcluster.io,JavaScript,515.0,88.0,51,1,2022-08-24T08:32:30,9a8668a467aa7db7d9d6a37e40d018595f73482e,True,False,True,True
602,flot/flot,False,1079,53,master,13,72.0,MIT License,280,5944,1597,4024,2011-01-26T03:48:51,2022-08-01T04:34:17,2022-08-08T07:19:19,http://www.flotcharts.org/,JavaScript,1325.0,444.0,488,144,2022-08-01T04:32:56,de34ce947d8ebfb2cac0b682a130ba079d8d654b,True,False,True,True
604,notwaldorf/tiny-care-terminal,False,244,19,master,0,30.0,MIT License,82,5926,282,344,2017-04-10T12:54:18,2022-09-09T04:35:17,2022-09-10T11:15:36,,JavaScript,94.0,16.0,98,17,2020-05-03T12:37:58,fd7f710f735721ceb7b73c96ff322a0c8c6f668b,True,False,True,True
605,davidjbradshaw/iframe-resizer,False,1415,10,master,43,83.0,MIT License,147,5919,935,6521,2013-06-14T07:18:32,2022-10-10T10:02:36,2022-10-20T09:24:41,http://davidjbradshaw.github.io/iframe-resizer/,JavaScript,746.0,79.0,346,14,2022-09-25T09:46:58,18df1f78c743b72ed8dcfb494f992de0149d9206,False,False,True,True
608,ractivejs/ractive,False,5735,24,dev,0,61.0,MIT License,162,5886,445,138971,2012-07-31T01:08:09,2022-09-27T08:30:23,2022-09-24T09:36:10,http://ractive.js.org,JavaScript,2326.0,57.0,1076,7,2022-09-27T08:20:30,cfd28c0e10255a7db269c62c0f2d228ce91f8b76,True,False,True,True
609,financial-times/polyfill-service,False,3977,23,main,83,162.0,MIT License,129,5884,539,37698,2014-06-26T03:09:49,2022-10-11T02:05:06,2022-10-21T07:13:59,https://polyfill.io/v3/,JavaScript,847.0,13.0,1722,6,2022-10-11T02:04:55,70e8f209c78c32b938f383b45afadbc12d51b6e2,False,False,True,True
610,thomaspark/flexboxfroggy,False,584,3,gh-pages,0,97.0,MIT License,61,5883,572,3573,2015-11-24T07:35:32,2022-10-01T05:58:38,2022-10-12T11:34:39,https://flexboxfroggy.com,JavaScript,78.0,25.0,159,7,2022-10-01T05:58:38,c4dd007c8624b25622d98c74372ec330204f2b63,True,False,True,True
611,whitestormjs/whs.js,False,2264,24,dev,25,37.0,MIT License,258,5878,408,349785,2015-08-30T10:29:14,2022-10-06T07:11:59,2022-10-12T08:15:34,,JavaScript,230.0,40.0,190,17,2020-04-30T07:51:13,ed52bc01015e8a84b07a3ce8106fe5064044ebdf,True,False,True,True
612,webslides/webslides,False,560,10,master,12,14.0,MIT License,160,5865,577,2936,2017-01-08T08:35:48,2022-06-26T06:20:17,2022-06-29T12:05:00,https://webslides.tv/,JavaScript,152.0,57.0,39,11,2020-09-05T08:55:37,9ec4fae96b9e2395745f8d6c89c595edd3886f79,True,False,True,True
614,jpuri/react-draft-wysiwyg,False,829,44,master,0,68.0,MIT License,89,5861,1087,43643,2016-09-04T06:33:34,2022-10-11T08:58:37,2022-10-21T12:18:23,,JavaScript,918.0,539.0,372,111,2022-07-17T07:19:07,b5a6b84053f8d4725e334a9cbd141c73f1dc73d2,True,False,True,True
616,jbaysolutions/vue-grid-layout,False,355,17,master,36,49.0,MIT License,120,5844,1224,13656,2016-06-14T03:19:26,2022-09-19T03:14:40,2022-09-23T09:31:07,https://jbaysolutions.github.io/vue-grid-layout/,JavaScript,527.0,177.0,166,12,2022-08-26T11:50:50,ad3543dd26309d97b06afc9507784d47a2ac1d8e,True,False,True,True
624,moroshko/react-autosuggest,False,728,20,master,44,49.0,MIT License,60,5803,635,9058,2015-03-07T12:09:12,2022-02-27T01:44:05,2022-03-04T04:04:14,http://react-autosuggest.js.org,JavaScript,661.0,229.0,158,21,2021-01-08T06:51:14,a1ebd7d29aa60a355898664c45916d581abd1b4e,False,False,True,True
625,imba/imba,False,2946,36,master,23,26.0,MIT License,105,5792,179,22225,2014-06-14T06:58:32,2022-10-03T07:33:30,2022-10-02T02:44:41,https://imba.io,JavaScript,611.0,70.0,122,4,2022-10-02T07:50:17,aa3cafe724ce22fd399d681c00ad01065103c88f,True,False,True,True
628,faisalumair/udemy-downloader-gui,False,285,10,master,21,30.0,MIT License,254,5764,1563,3773,2017-10-27T06:50:49,2022-09-25T05:21:01,2022-09-30T04:19:14,,JavaScript,551.0,397.0,83,23,2020-08-11T08:13:33,5c4f70d1b9a160dd9ed28a082c768c44356e9545,True,True,True,True
629,imsky/holder,False,525,3,master,37,36.0,MIT License,216,5761,604,1556,2012-06-12T07:00:26,2021-01-10T07:16:52,2021-02-11T03:10:31,http://holderjs.com,JavaScript,165.0,29.0,69,0,2021-01-10T06:55:00,178166049c8ff03847b687a99d533e8efa92f08d,False,False,True,True
637,golden-layout/golden-layout,False,754,1,master,28,71.0,MIT License,111,5689,496,7651,2014-10-05T07:29:06,2022-10-05T03:51:46,2022-10-12T08:56:47,https://golden-layout.github.io/golden-layout,JavaScript,596.0,41.0,208,4,2022-09-26T06:55:38,f442a2d669783fb15fea03485d383a55de34e854,True,False,True,True
647,jaywcjlove/hotkeys,False,467,18,master,68,41.0,MIT License,71,5605,392,35850,2015-05-18T05:49:52,2022-09-28T09:02:55,2022-10-04T11:46:07,https://git.io/hotkeys.js,JavaScript,169.0,99.0,230,13,2022-09-07T08:12:25,db269a920fe6e8e8689945ff67f636d8174b174e,False,False,True,True
649,twobin/react-lazyload,False,258,14,master,0,37.0,MIT License,53,5595,472,2328,2015-08-07T02:49:25,2022-08-02T05:02:26,2022-08-08T04:46:13,,JavaScript,269.0,114.0,118,32,2021-02-11T12:23:43,055405125d0313014f0951cffc78345297f10a08,True,False,True,True
650,assaf/zombie,False,1844,26,master,1,125.0,MIT License,121,5590,563,5804,2010-12-05T11:17:43,2022-03-16T05:27:53,2022-03-19T02:07:53,http://zombie.js.org/,JavaScript,878.0,186.0,341,10,2020-04-26T08:34:15,e6cf0f81368349392f433c7b5122fb568b9b30b0,False,False,True,True
651,codingtrain/website-archive,False,6088,10,main,0,428.0,MIT License,374,5589,6034,111435,2015-08-25T02:03:37,2022-07-05T12:30:46,2022-07-07T04:35:58,https://codingtrain.github.io/website-archive/,JavaScript,392.0,16.0,3174,11,2022-07-05T12:30:46,2376ce633dfb610f70a5c4cb193910e39a10c894,False,True,True,True
653,codingtrain/website,False,6086,6,main,0,428.0,MIT License,374,5564,6044,111314,2015-08-25T02:03:37,2022-05-23T08:00:37,2022-05-26T01:38:59,https://thecodingtrain.com,JavaScript,392.0,17.0,3162,5,2022-05-16T07:27:51,a40a67a7d832abe3a9ac99d3966af764a3e5b8fb,False,False,True,True
658,santinic/how2,False,158,1,master,1,13.0,MIT License,66,5533,179,2372,2016-02-13T02:42:16,2022-10-02T11:10:14,2022-10-12T01:57:17,,JavaScript,68.0,28.0,47,1,2022-09-01T01:47:52,83e81222033fdb81d58a3fe044e5c23147092108,True,False,True,True
659,sigalor/whatsapp-web-reveng,False,182,1,master,0,29.0,MIT License,215,5527,763,2136,2018-01-02T12:48:44,2022-07-05T06:40:38,2022-07-06T03:54:18,,JavaScript,247.0,137.0,81,12,2022-03-03T05:48:27,e26f337005bf704368b67c95aef0c0d717fb6a31,True,False,True,True
660,nhn/tui.image-editor,False,659,31,master,38,27.0,MIT License,95,5526,1050,25255,2016-04-28T01:50:33,2022-10-13T07:51:12,2022-10-21T01:23:29,http://ui.toast.com/tui-image-editor,JavaScript,587.0,167.0,230,6,2022-10-13T07:51:11,9ee993e21135a0bdb69d1400b19d89d7e78f7378,True,False,True,True
661,lebab/lebab,False,937,10,master,41,24.0,MIT License,74,5526,194,2807,2015-02-18T05:36:49,2022-08-18T02:04:55,2022-08-20T04:55:49,https://lebabjs.com,JavaScript,218.0,37.0,116,11,2022-08-18T02:04:55,96542e33a8b59af01db5be275359fd8c4bbeae9c,True,False,True,True
670,getbem/getbem.github.io,False,630,2,master,0,38.0,MIT License,95,5465,207,10259,2014-08-24T02:25:29,2022-09-03T05:40:29,2022-09-09T06:52:47,http://getbem.com/,JavaScript,140.0,85.0,84,18,2022-09-03T05:40:29,2a36701f252ca1ef22edbee8b219932f1f72e4e4,False,False,True,True
675,logrocket/redux-logger,False,294,2,master,48,49.0,MIT License,70,5429,332,416,2015-08-11T10:38:12,2020-08-20T04:46:14,2021-02-11T12:20:47,,JavaScript,185.0,39.0,162,22,2019-03-29T08:06:40,5816a9fc8da9b417589380e381ed66f1114ebd9a,True,False,True,True
678,moox/postcss-cssnext,False,520,2,master,60,51.0,MIT License,130,5404,220,10756,2014-08-01T06:49:41,2019-03-18T06:46:20,2021-01-31T03:25:37,https://moox.io/blog/deprecating-cssnext/,JavaScript,357.0,0.0,110,0,2019-03-18T06:46:20,105dbf2fcb4fe16fabee162fe940aa99567280b6,False,True,True,True
679,angular-ui/ui-grid,False,4328,8,master,56,338.0,MIT License,370,5402,2510,19286,2012-10-13T01:39:25,2022-09-08T03:14:54,2022-09-10T02:23:07,http://ui-grid.info,JavaScript,5350.0,746.0,1900,7,2022-03-10T06:14:42,1536f6187d9ce2d0be496169aa763b7c3dbac8d9,False,False,True,True
685,fonoster/fonoster,False,3066,4,main,0,41.0,MIT License,92,5361,242,75281,2018-02-04T02:58:54,2022-10-01T09:28:11,2022-10-12T03:39:45,https://fonoster.com,JavaScript,92.0,25.0,307,0,2022-10-01T09:28:11,201372ca63e406861cf35efda9d224e127d6f5b4,True,False,True,True
686,mikaelbr/node-notifier,False,612,7,master,0,55.0,MIT License,60,5361,322,9443,2012-12-02T09:53:24,2022-04-08T10:02:59,2022-04-12T04:06:58,,JavaScript,282.0,96.0,116,6,2022-02-01T08:40:01,ce6873d3fdfbbc8b090ed5e2f8aec5c1b5865584,False,False,True,True
693,nervjs/nerv,False,918,25,master,0,16.0,MIT License,129,5321,297,1806,2017-05-07T05:20:01,2021-03-29T05:17:19,2021-03-30T06:20:51,https://nerv.aotu.io,JavaScript,134.0,72.0,36,16,2020-06-03T06:49:42,aaa405e79de5926e30ff07a0bb1b94dc994e9446,True,False,True,True
695,moleculerjs/moleculer,False,4043,10,master,72,103.0,MIT License,124,5317,514,26388,2017-02-17T11:11:35,2022-10-01T06:51:46,2022-10-04T01:08:12,https://moleculer.services/,JavaScript,643.0,81.0,440,10,2022-10-01T06:51:37,c91fa4b5cc8510c51203eb1986bcacc49333f6ae,False,False,True,True
696,locomotivemtl/locomotive-scroll,False,391,10,master,7,23.0,MIT License,71,5312,915,6871,2016-10-12T08:12:46,2022-08-18T01:14:21,2022-08-22T12:01:23,https://locomotivemtl.github.io/locomotive-scroll,JavaScript,389.0,189.0,65,10,2022-04-28T08:59:49,53d7a2885e6740cddd0c51ca6cd8e4f76328f1c1,True,False,True,True
700,getbem/getbem.com,False,624,2,master,0,38.0,MIT License,93,5295,205,10267,2014-08-24T02:25:29,2022-03-16T01:41:44,2022-03-18T01:07:11,http://getbem.com/,JavaScript,138.0,86.0,84,19,2017-11-24T10:22:15,f7e62956dd1a69192834ac18ce14083bbbb4f88c,False,False,True,True
703,nodegit/nodegit,False,3865,23,master,87,142.0,MIT License,77,5274,716,52392,2011-02-18T04:42:46,2022-09-29T03:31:58,2022-10-03T05:45:04,https://www.nodegit.org/,JavaScript,1054.0,319.0,883,41,2022-09-29T03:01:27,1c304e5dc0724ac8aab1d2c5cea425c2330aa5fb,False,False,True,True
704,developit/unfetch,False,212,2,master,14,33.0,MIT License,45,5273,209,288,2017-02-22T05:59:42,2022-02-03T09:30:36,2022-02-06T02:10:47,https://npm.im/unfetch,JavaScript,73.0,16.0,80,13,2020-09-29T06:10:41,4dabeb6d4968587c5d35b520dd176414325bc5f4,False,False,True,True
712,mixn/carbon-now-cli,False,221,1,master,6,5.0,MIT License,44,5219,132,10497,2018-07-02T01:33:05,2022-02-21T07:30:06,2022-02-28T12:33:00,,JavaScript,61.0,15.0,15,4,2019-03-04T01:44:14,63b7915a9df1a09949d2a5633fa10d987d666fce,True,False,True,True
713,hound-search/hound,False,305,20,main,7,69.0,MIT License,131,5207,573,3581,2015-01-07T07:38:37,2022-10-06T03:38:32,2022-10-13T01:39:50,,JavaScript,198.0,72.0,241,30,2022-10-06T03:38:32,ed9b1f1599accff4eba4127f131b7a5a94e972ae,True,False,True,True
716,hashnode/mern-starter,False,348,6,master,2,42.0,MIT License,146,5187,1251,1906,2016-01-29T02:40:26,2021-05-06T04:25:27,2021-05-07T12:01:21,,JavaScript,267.0,27.0,173,30,2019-04-21T09:34:34,7a8d9d7e035bf8acf643a3b8d480f2b4ba5ff5d0,True,False,True,True
717,cferdinandi/smooth-scroll,False,422,1,master,83,18.0,MIT License,111,5185,857,742,2013-01-25T03:15:05,2020-04-27T07:47:01,2021-02-09T10:48:15,,JavaScript,324.0,0.0,195,2,2020-04-27T07:46:54,416e2472dc47f1117b5acb1779b786187d367688,True,True,True,True
719,anvaka/city-roads,False,98,2,main,0,1.0,MIT License,81,5154,383,2506,2020-01-19T04:42:16,2022-09-20T03:15:58,2022-09-21T09:19:43,https://anvaka.github.io/city-roads/,JavaScript,40.0,21.0,22,1,2022-09-20T03:15:20,6a31f2e947a419f3a58376f010b1206c1c2e84fa,True,False,True,True
722,svg-edit/svgedit,False,3972,17,master,23,76.0,MIT License,215,5133,1328,120092,2014-07-08T12:22:05,2022-08-22T07:42:26,2022-08-26T02:24:48,,JavaScript,410.0,30.0,318,0,2022-08-22T07:42:26,b6f8158200dca702600ed5f586d695b7c38d317b,False,False,True,True
723,axa-group/nlp.js,False,2290,14,master,43,57.0,MIT License,95,5133,509,28943,2018-07-30T05:46:04,2022-10-01T01:02:50,2022-10-04T01:05:04,,JavaScript,367.0,143.0,817,12,2022-07-27T04:15:55,66d556cca6b766568c9f87c3e19defac6ddd0dc2,True,False,True,True
724,laravel-mix/laravel-mix,False,1791,10,master,47,202.0,MIT License,107,5132,822,5891,2016-12-20T09:06:11,2022-09-29T02:32:24,2022-10-04T09:33:41,,JavaScript,2687.0,198.0,622,11,2022-06-09T01:45:42,3ab87c13822cb1432bb78b7558f9f09452ec5434,True,False,True,True
729,jakearchibald/svgomg,False,420,17,main,0,25.0,MIT License,98,5108,430,4550,2014-12-17T10:11:35,2022-10-02T06:06:17,2022-10-11T07:32:39,https://jakearchibald.github.io/svgomg/,JavaScript,197.0,90.0,194,12,2021-11-25T06:28:41,3c5f9925f3a8c19f53541ce10299bbc1e5fee7ad,True,False,True,True
737,sarcadass/granim.js,False,122,22,master,10,7.0,MIT License,95,5048,260,1724,2016-08-30T10:36:48,2022-09-30T01:40:37,2022-10-03T08:44:51,https://sarcadass.github.io/granim.js/,JavaScript,43.0,4.0,44,21,2020-04-11T06:35:53,dcffc0f5f723ba47483d24e906c8861b192309e5,True,False,True,True
738,nadbm/react-datasheet,False,290,19,master,6,39.0,MIT License,44,5047,499,12546,2016-09-25T07:18:17,2022-07-20T02:48:23,2022-07-23T05:50:25,https://nadbm.github.io/react-datasheet/,JavaScript,200.0,101.0,130,16,2022-05-23T09:49:11,13b5c35f28b4bab2547402b2c406986ef1913245,True,False,True,True
741,madhums/node-express-mongoose-demo,False,791,16,master,0,20.0,MIT License,200,5022,1404,2253,2011-03-05T08:52:32,2022-09-26T03:51:52,2022-09-30T01:33:00,https://nodejs-express-demo.herokuapp.com/,JavaScript,166.0,4.0,218,8,2021-10-20T04:17:34,73d224c0bc7183308d0bdd6d606dcc87f9987aac,False,False,True,True
742,illuspas/node-media-server,False,579,6,master,0,23.0,MIT License,187,5017,1329,1596,2015-01-19T02:13:03,2022-10-01T03:54:39,2022-10-03T10:01:53,https://www.npmjs.com/package/node-media-server,JavaScript,466.0,360.0,87,16,2022-08-12T02:59:46,4dcc2fc10724d6fb33745f6a9444dfd38f76b593,True,False,True,True
748,gilbarbara/react-joyride,False,749,1,main,82,42.0,MIT License,42,4965,448,3841,2015-08-28T02:56:09,2022-10-05T12:43:07,2022-10-13T08:37:03,https://react-joyride.com/,JavaScript,515.0,7.0,170,4,2022-09-19T04:19:08,88853fea5d5940ae5e71dc81681406102dceef50,False,False,True,True
749,brasilapi/brasilapi,False,394,7,main,0,47.0,MIT License,160,4964,382,2149,2020-01-30T04:48:16,2022-09-23T03:26:29,2022-09-27T01:54:47,https://brasilapi.com.br,JavaScript,152.0,56.0,215,27,2022-09-23T03:26:29,1b1ee9fa9fd71ad35ff2ea2b229c892565e8a54f,True,False,True,True
755,rich-harris/degit,False,340,17,master,0,16.0,MIT License,25,4922,187,954,2017-07-31T05:44:38,2022-08-25T12:52:34,2022-08-29T10:00:14,,JavaScript,81.0,45.0,268,27,2021-04-01T02:24:46,64b80577acf3313b669840f7452800ee8d09fbf3,True,False,True,True
757,meanjs/mean,False,1584,87,master,5,165.0,MIT License,302,4908,2017,7353,2013-12-29T01:01:15,2021-08-12T06:56:32,2021-08-12T07:34:03,http://meanjs.org,JavaScript,1075.0,143.0,1009,68,2019-10-31T03:28:41,ed8d04c4cacf305c25a7a13fface589fd80d1d58,True,False,True,True
759,olifolkerd/tabulator,False,3554,29,master,139,82.0,MIT License,129,4898,647,58351,2015-10-24T01:28:31,2022-09-11T02:50:33,2022-09-16T12:05:01,http://tabulator.info,JavaScript,3667.0,55.0,274,4,2022-09-07T08:19:22,1d8e2d06e886bf97cfb8e45eb04f5223631fc897,True,False,True,True
762,lmenezes/cerebro,False,430,5,main,33,28.0,MIT License,198,4880,668,3683,2016-03-23T01:05:09,2022-03-02T03:34:40,2022-03-04T02:57:06,,JavaScript,446.0,157.0,106,22,2021-07-03T06:38:24,ccb60448b030ead90cb7309221e296c8da920175,False,False,True,True
764,khan/tota11y,False,347,17,master,14,22.0,MIT License,216,4875,305,3404,2015-05-11T09:32:32,2022-02-28T05:33:14,2022-03-05T01:20:56,http://khan.github.io/tota11y/,JavaScript,93.0,41.0,104,14,2022-02-28T05:33:10,aca6c35e1da3fd9bed5b9e6320edee776cffca09,False,False,True,True
767,jackmoore/autosize,False,230,3,master,0,29.0,MIT License,125,4858,707,338,2011-11-06T07:21:21,2022-03-30T10:44:41,2022-04-03T07:23:44,http://www.jacklmoore.com/autosize/,JavaScript,303.0,38.0,95,6,2021-06-30T06:04:10,8fc6a6d6f934bdfa621eb3bac341d34ad9337882,True,False,True,True
777,jeffreyway/laravel-mix,False,1706,11,master,47,189.0,MIT License,110,4785,774,3721,2016-12-20T09:06:11,2021-08-20T09:07:47,2021-08-21T08:48:43,,JavaScript,2500.0,101.0,570,9,2021-08-20T09:07:47,d27a77abb5a32f42e47d6e3d344ba757d85ad89a,True,False,True,True
780,huddleeng/phantomcss,False,261,2,master,35,31.0,MIT License,170,4764,276,27798,2012-11-06T05:50:24,2018-12-10T10:28:42,2021-01-25T08:54:57,,JavaScript,133.0,10.0,65,0,2018-12-06T09:38:12,100784380781bcd668b61a2f5487d0b8e874b3ca,True,True,True,True
782,wux-weapp/wux-weapp,False,616,5,master,34,9.0,MIT License,153,4750,884,47667,2017-01-10T03:12:26,2022-05-07T02:26:00,2022-05-10T01:17:51,https://wuxui.com,JavaScript,377.0,25.0,33,0,2022-05-07T01:51:42,751d38e3eee7266f5c48406ce036086f29e590da,True,False,True,True
783,negomi/react-burger-menu,False,587,4,main,3,32.0,MIT License,58,4745,586,8787,2015-07-15T05:13:23,2022-07-31T02:11:17,2022-08-03T08:41:48,http://negomi.github.io/react-burger-menu/,JavaScript,394.0,7.0,79,0,2022-07-31T02:06:37,3b3c843033a600be7645258af3ac3755d26b1e58,True,False,True,True
785,talater/upup,False,281,1,master,6,14.0,MIT License,110,4739,272,29243,2015-03-11T01:20:08,2021-01-12T10:40:51,2021-02-16T01:00:20,https://www.talater.com/upup/,JavaScript,91.0,30.0,60,1,2021-01-12T10:39:12,5b694418d522c3dc8010d5d1a4617cd83f46bbe7,False,False,True,True
786,saekiraku/vscode-rainbow-fart,False,66,11,master,9,9.0,MIT License,31,4721,250,39314,2020-05-29T01:24:08,2022-09-08T02:46:35,2022-09-12T02:31:43,https://saekiraku.github.io/vscode-rainbow-fart/,JavaScript,138.0,54.0,22,12,2021-05-21T03:09:52,20bc95dc84eab50841a280ad5048a0f9a56d2a70,True,False,True,True
794,regl-project/regl,False,1812,20,master,0,42.0,MIT License,83,4704,320,192330,2016-02-23T12:03:11,2022-08-29T10:16:59,2022-08-31T05:05:00,,JavaScript,317.0,105.0,339,18,2021-12-29T07:03:09,3de86bf154b4634d53b365f83f0223aa09143f3d,True,False,True,True
795,nickcarneiro/curlconverter,False,400,6,master,0,33.0,MIT License,65,4701,442,728,2014-12-25T03:07:06,2021-09-14T12:08:21,2021-09-14T05:02:43,https://curl.trillworks.com,JavaScript,200.0,81.0,78,4,2021-09-02T03:36:10,b2ac82d45164c88f6a93cd74f5e7d1faf47fc9ff,True,False,True,True
803,duxianwei520/react,False,34,9,master,0,5.0,MIT License,199,4658,1684,3998,2016-12-02T01:08:43,2022-10-04T09:28:32,2022-10-13T03:09:13,,JavaScript,94.0,0.0,23,9,2022-08-31T07:35:01,715e730c16dafab6d99717adf9a73b6d3be3868e,True,False,True,True
806,globalizejs/globalize,False,827,27,master,13,74.0,MIT License,134,4648,648,6744,2010-09-28T11:01:58,2022-04-27T11:06:01,2022-04-29T06:43:57,https://globalizejs.com,JavaScript,632.0,139.0,296,0,2022-04-27T11:06:01,ebdc253212f498d83857f39d8e0458f3dc061b97,False,False,True,True
808,futurice/pepperoni-app-kit,False,213,18,master,0,23.0,MIT License,170,4641,690,49617,2016-04-13T03:16:58,2022-10-11T08:58:48,2022-10-20T04:24:13,http://getpepperoni.com,JavaScript,148.0,53.0,107,11,2019-11-19T03:15:45,f58c1410d5b2e84175fb9d6507242696c78ab08b,True,False,True,True
812,mrswitch/hello.js,False,1302,9,master,34,63.0,MIT License,137,4615,562,9008,2011-08-31T05:03:40,2022-10-12T04:20:54,2022-10-18T09:05:41,https://adodson.com/hello.js/,JavaScript,483.0,141.0,171,18,2021-09-19T08:38:20,db93ed744be652cf6a72f2a7311a488c4df8af13,True,False,True,True
816,angus-c/just,False,960,25,master,0,79.0,MIT License,36,4604,213,22959,2016-06-26T02:04:54,2022-09-29T04:13:22,2022-10-03T10:31:50,https://anguscroll.com/just,JavaScript,137.0,14.0,368,10,2022-09-10T09:09:52,4636c2c6b6df2500df5217f579818283916d2215,True,False,True,True
818,baidu/san,False,2538,6,master,90,48.0,MIT License,141,4591,533,7614,2016-08-29T09:27:23,2022-07-19T05:19:18,2022-07-22T03:46:51,https://baidu.github.io/san/,JavaScript,440.0,2.0,199,0,2022-07-19T05:18:36,b8ba74b97eee8666399f4a3b2baee6179caa2429,True,False,True,True
819,btford/write-good,False,155,1,master,0,32.0,MIT License,85,4591,208,412,2014-04-25T12:15:20,2022-04-13T07:26:47,2022-04-15T11:51:01,,JavaScript,71.0,23.0,66,0,2022-04-13T07:26:47,a602ebb3c178e1c844d44c1acdc9e382c5fd4dc5,True,False,True,True
820,aui/font-spider,False,453,31,master,5,8.0,MIT License,160,4590,396,10660,2014-12-02T05:43:54,2022-02-12T09:58:10,2022-02-17T07:46:29,http://font-spider.org,JavaScript,156.0,63.0,45,8,2019-07-21T11:42:37,c1547c4da8c38e0625145be5c4826b444ce28997,True,False,True,True
821,dherault/serverless-offline,False,3214,3,master,257,230.0,MIT License,62,4590,723,49723,2016-02-17T08:01:47,2022-07-06T12:09:02,2022-07-08T02:03:00,,JavaScript,864.0,52.0,622,16,2022-07-06T12:09:00,b6574011c433c898a8858d049c5d5edfee05efbe,False,False,True,True
822,kangax/html-minifier,False,1290,4,gh-pages,52,73.0,MIT License,102,4580,589,10867,2010-02-05T05:54:35,2022-02-10T01:38:15,2022-02-18T04:25:39,http://kangax.github.io/html-minifier/,JavaScript,728.0,59.0,388,24,2021-10-10T11:56:54,e15a892cd2f578aa281e766924fdd6f17f80f607,True,False,True,True
